fullcategory,category,category_full,Gene.Name,Gene.Full.Name,A..ocellaris.Gene.ID,gene
pigmentation (xanthophore development),pigmentation,xanthophore,ghra,Growth Hormone Receptor a,111575664,XP_023136702.2
pigmentation (xanthophore development),pigmentation,xanthophore,ghrb,Growth Hormone Receptor b,111572695,XP_054875288.1
pigmentation (xanthophore development),pigmentation,xanthophore,leo1,"LEO1 Homolog, Paf1/RNA Polymerase II Complex Component",111577623,XP_023139744.1
pigmentation (xanthophore development),pigmentation,xanthophore,pax3a,Paired Box 3a,111577303,XP_023139274.1
pigmentation (xanthophore development),pigmentation,xanthophore,pax3b,Paired Box 3b,111580139,XP_054868453.1
pigmentation (xanthophore development),pigmentation,xanthophore,pax3b,Paired Box 3b,111580139,XP_054868454.1
pigmentation (xanthophore development),pigmentation,xanthophore,pax7,Paired Box 7,111580694,XP_023144314.1
pigmentation (xanthophore development),pigmentation,xanthophore,pax7,Paired Box 7,111580694,XP_023144315.1
pigmentation (xanthophore development),pigmentation,xanthophore,slc2a11a,Solute Carrier Family 2 Member 11a,111575259,XP_035808736.1
pigmentation (xanthophore development),pigmentation,xanthophore,slc2a11b,Solute Carrier Family 2 Member 11b,111568296,XP_035803874.2
pigmentation (xanthophore development),pigmentation,xanthophore,slc2a11b,Solute Carrier Family 2 Member 11b,111568296,XP_023125652.2
pigmentation (xanthophore development),pigmentation,xanthophore,slc2a15a,Solute Carrier Family 2 Member 15a,111572570,XP_054874236.1
pigmentation (xanthophore development),pigmentation,xanthophore,slc2a15a,Solute Carrier Family 2 Member 15a,111572570,XP_054874237.1
pigmentation (xanthophore development),pigmentation,xanthophore,slc2a15b,Solute Carrier Family 2 Member 15b,111566314,XP_035802534.2
pigmentation (xanthophore development),pigmentation,xanthophore,sox10,SRY-Box Transcription Factor 10,111580815,XP_023144490.1
pigmentation (xanthophore development),pigmentation,xanthophore,sox10,SRY-Box Transcription Factor 10,111580815,XP_023144491.1
pigmentation (xanthophore development),pigmentation,xanthophore,sox5,SRY-Box Transcription Factor 5,111586389,XP_054862470.1
pigmentation (xanthophore development),pigmentation,xanthophore,sox5,SRY-Box Transcription Factor 5,111586389,XP_054862471.1XP_054862472.1
visual perception (opsins),vision,vision,opn1LWS,"Opsin 1, Long Wave Sensitive (yellow-red-sensitive)",111573988,XP_023134130.1
visual perception (opsins),vision,vision,opn1SW1a,"Opsin 1, Short Wave Sensitive (UV-sensitive)",111586084,XP_035797667.1
visual perception (opsins),vision,vision,opn1SW1b,"Opsin 1, Short Wave Sensitive (UV-sensitive)",111567778,XP_023124847.1
visual perception (opsins),vision,vision,opn1SW2,"Opsin 1, Short Wave Sensitive (violet-sensitive)",111573963,XP_023134091.2
visual perception (opsins),vision,vision,RH1,Rhodopsin 1,111576828,XP_023138529.1
visual perception (opsins),vision,vision,RH2a,Rhodopsin 2a (blue-green-sensitive),111575293,XP_023136104.1
visual perception (opsins),vision,vision,RH2b,Rhodopsin 2b (blue-green-sensitive),111575250,XP_023136022.1
visual perception (phototransduction),vision,vision,arrb1,Arrestin beta 1,111563032,XP_023117682.1
visual perception (phototransduction),vision,vision,arrb2a,Arrestin beta 2 a,111586232,XP_054873258.1
visual perception (phototransduction),vision,vision,arrb2a,Arrestin beta 2 a,111586232,XP_054873259.1
visual perception (phototransduction),vision,vision,arrb2b,Arrestin beta 2 b,111564191,XP_023119396.2
visual perception (phototransduction),vision,vision,arr3a,Arrestin 3 a,111567416,XP_023124293.2
visual perception (phototransduction),vision,vision,arr3b,Arrestin 3 b,111579646,XP_054872889.1
visual perception (phototransduction),vision,vision,cnga1a,Cyclic Nucleotide Gated Channel Subunit Alpha 1 a,111567772,XP_054866265.1
visual perception (phototransduction),vision,vision,cnga1a,Cyclic Nucleotide Gated Channel Subunit Alpha 1 a,111567772,XP_054866266.1
visual perception (phototransduction),vision,vision,cnga1b,Cyclic Nucleotide Gated Channel Subunit Alpha 1 b,111563423,XP_054863370.1
visual perception (phototransduction),vision,vision,cnga3a,Cyclic Nucleotide Gated Channel Subunit Alpha 3 a,111581093,XP_023144868.2
visual perception (phototransduction),vision,vision,cnga3a,Cyclic Nucleotide Gated Channel Subunit Alpha 3 a,111581093,XP_054875438.1
visual perception (phototransduction),vision,vision,cnga3b,Cyclic Nucleotide Gated Channel Subunit Alpha 3 b,111568138,XP_035803761.1
visual perception (phototransduction),vision,vision,cnga3b,Cyclic Nucleotide Gated Channel Subunit Alpha 3 b,111568138,XP_035803762.1
visual perception (phototransduction),vision,vision,cngb1a,Cyclic Nucleotide Gated Channel Subunit Beta 1 a,111578886,XP_035811213.2
visual perception (phototransduction),vision,vision,cngb1a,Cyclic Nucleotide Gated Channel Subunit Beta 1 a,111578886,XP_035811214.2
visual perception (phototransduction),vision,vision,cngb1b (cngb3-like),Cyclic Nucleotide Gated Channel Subunit Beta 1 b,111563016,XP_035800160.1
visual perception (phototransduction),vision,vision,cngb1b (cngb3-like),Cyclic Nucleotide Gated Channel Subunit Beta 1 b,111563016,XP_035800161.1
visual perception (phototransduction),vision,vision,cngb3.1,Cyclic Nucleotide Gated Channel Subunit Beta 3.1,111587070,XP_054863277.1
visual perception (phototransduction),vision,vision,cngb3.2,Cyclic Nucleotide Gated Channel Subunit Beta 3.2,111587069,XP_054863289.1
visual perception (phototransduction),vision,vision,eml1,Echinoderm Microtubule Associated Protein Like 1,111588534,XP_023154730.2
visual perception (phototransduction),vision,vision,eml1,Echinoderm Microtubule Associated Protein Like 1,111588534,XP_035799101.2
visual perception (phototransduction),vision,vision,gnat1,G Protein Subunit Alpha Transducin 1,111584765,XP_023149780.1
visual perception (phototransduction),vision,vision,gnat2,G Protein Subunit Alpha Transducin 2,111581525,XP_023145499.1
visual perception (phototransduction),vision,vision,gnb1a,G Protein Subunit Beta 1 a,111564732,XP_023120267.1
visual perception (phototransduction),vision,vision,gnb1a,G Protein Subunit Beta 1 a,111564732,XP_035801474.1
visual perception (phototransduction),vision,vision,gnb1b,G Protein Subunit Beta 1 b,111579901,XP_023143188.2
visual perception (phototransduction),vision,vision,gnb1b,G Protein Subunit Beta 1 b,111579901,XP_035811788.2
visual perception (phototransduction),vision,vision,gnb3a,G Protein Subunit Beta 3 a,111571076,XP_023129912.1
visual perception (phototransduction),vision,vision,gnb3a,G Protein Subunit Beta 3 a,111571076,XP_035805821.1
visual perception (phototransduction),vision,vision,gnb3b,G Protein Subunit Beta 3 b,111569239,XP_035804538.1
visual perception (phototransduction),vision,vision,gngt1,G Protein Subunit Gamma Transducin 1,111573371,XP_023133264.1
visual perception (phototransduction),vision,vision,gngt2b,G Protein Subunit Gamma Transducin 2 b,111579255,XP_023142240.1
visual perception (phototransduction),vision,vision,grk1a,G Protein-Coupled Receptor Kinase 1 a,111582442,XP_023147279.1
visual perception (phototransduction),vision,vision,grk1b,G Protein-Coupled Receptor Kinase 1 b,111588513,XP_023154704.1
visual perception (phototransduction),vision,vision,grk7a,G Protein-Coupled Receptor Kinase 7 a,111585507,XP_023150805.1
visual perception (phototransduction),vision,vision,grk7b,G Protein-Coupled Receptor Kinase 7 b,111586019,XP_035797614.1
visual perception (phototransduction),vision,vision,guca1aa,Guanylate Cyclase Activator 1Aa,111584041,XP_023149061.1
visual perception (phototransduction),vision,vision,guca1ab,Guanylate Cyclase Activator 1Ab,111575524,XP_023136484.2
visual perception (phototransduction),vision,vision,guca1ab,Guanylate Cyclase Activator 1Ab,111575524,XP_035808881.1
visual perception (phototransduction),vision,vision,guca1b,Guanylate Cyclase Activator 1B,111572086,XP_023131364.1
visual perception (phototransduction),vision,vision,guca1c,Guanylate Cyclase Activator 1C,111563629,XP_023118551.1
visual perception (phototransduction),vision,vision,guca1d,Guanylate Cyclase Activator 1D,111585780,XP_035797451.1
visual perception (phototransduction),vision,vision,guca1g,Guanylate Cyclase Activator 1G,111574534,XP_023134951.1
visual perception (phototransduction),vision,vision,gucy2d,"Guanylate Cyclase 2D, Retinal",111588514,XP_023154705.2
visual perception (phototransduction),vision,vision,gucy2f,"Guanylate Cyclase 2F, Retinal",111569185,XP_023126953.2
visual perception (phototransduction),vision,vision,gucy2f,"Guanylate Cyclase 2F, Retinal",111569185,XP_054868274.1
visual perception (phototransduction),vision,vision,pde6a,Phosphodiesterase 6A,111580086,XP_035811985.2
visual perception (phototransduction),vision,vision,pde6a,Phosphodiesterase 6A,111580086,XP_023143440.2
visual perception (phototransduction),vision,vision,pde6b,Phosphodiesterase 6B,111567077,XP_023123735.1
visual perception (phototransduction),vision,vision,pde6b,Phosphodiesterase 6B,111567077,XP_035802913.1
visual perception (phototransduction),vision,vision,pde6c,Phosphodiesterase 6C,111573047,XP_023132764.2
visual perception (phototransduction),vision,vision,pde6ga,Phosphodiesterase 6Ga,111564656,XP_023120135.1
visual perception (phototransduction),vision,vision,pde6gb,Phosphodiesterase 6Gb,111578133,XP_023140509.1
visual perception (phototransduction),vision,vision,pde6h,Phosphodiesterase 6H,111568803,XP_023126383.1
visual perception (phototransduction),vision,vision,pde6i,Phosphodiesterase 6I,111574501,XP_023134900.1
visual perception (phototransduction),vision,vision,rcvrna,Recoverin,111574862,XP_023135434.1
visual perception (phototransduction),vision,vision,rcvrn2,Recoverin 2,111563131,XP_023117828.1
visual perception (phototransduction),vision,vision,rgs9a,Regulator of G Protein Signaling 9 a,111586731,XP_054861428.1
visual perception (phototransduction),vision,vision,rgs9a,Regulator of G Protein Signaling 9 a,111586731,XP_054861429.1
visual perception (phototransduction),vision,vision,rgs9b,Regulator of G Protein Signaling 9 b,111567440,XP_023124334.1
visual perception (phototransduction),vision,vision,rgs9b,Regulator of G Protein Signaling 9 b,111567440,XP_023124335.1
visual perception (phototransduction),vision,vision,slc24a1,Solute Carrier Family 24 Member 1,111575107,XP_023135803.2
visual perception (phototransduction),vision,vision,slc24a1,Solute Carrier Family 24 Member 1,111575107,XP_023135802.2
